## templates (a): scripts/fuzz.sh replay
# class | filed inputs | signature | shortest culprit (bytes: hex, first 64 bytes)
S1 INTEGER with empty contents | 5 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-multi-byte-ASN-#-tags-are-not-supported--new-illegal-zero-content-nested-asn#-error-nested-asn#-error | 46: 312c300a0200140201010402ff02301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S1 INTEGER with empty contents | 22 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-illegal-zero-content-nested-asn#-error-nested-asn#-error | 52: 3132301002000402010104080102030405060708301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S1 INTEGER with empty contents | 11 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-truncated-ASN-#-value--new-illegal-zero-content-nested-asn#-error-nested-asn#-error | 48: 312e300c020010020101040001020304301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S1 INTEGER with empty contents | 32 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-unsupported-ASN-#-length--new-illegal-zero-content-nested-asn#-error-nested-asn#-error | 52: 3132301002000c0201010408f2bff5fb0f000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S1 INTEGER with empty contents | 50 | old-OK-new-ERR+date-old-only--attr--old-ok--new-illegal-zero-content-nested-asn#-error-nested-asn#-error | 17: 310f300d02000102010104050c03312e30
S1 INTEGER with empty contents | 50 | old-OK-new-ERR--attr--old-ok--new-illegal-zero-content | 17: 310f308002010102010104030281000000
S1 INTEGER with empty contents | 50 | old-OK-new-ERR--attr--old-ok--new-illegal-zero-content-nested-asn#-error-nested-asn#-error | 17: 310f300d02009302010104050c03312e30
S2 INTEGER not in minimal form | 3 | old-ERR-new-ERR+date-new-only--in-app-attr--old-ok--new-illegal-padding-nested-asn#-error-nested-asn#-error | 39: 3125302302070000000101241a040b1614323032342d30312d31040b355431323a30303a30305a
S2 INTEGER not in minimal form | 13 | old-ERR-new-ERR+date-old-only--attr--old-ok--new-illegal-padding-nested-asn#-error-nested-asn#-error | 19: 3111300f020500000000040201010403010203
S2 INTEGER not in minimal form | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-an-ASN-#-string--new-illegal-padding-nested-asn#-error-nested-asn#-error | 110: 316c30800201020203002901042d012b236f6d2e6578616d700000000000000000656261636b7961726462697264732e6578696d706c65000030808002010402
S2 INTEGER not in minimal form | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-illegal-padding-nested-asn#-error-nested-asn#-error | 51: 3131300f020500000000000201010403010203301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S2 INTEGER not in minimal form | 3 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-multi-byte-ASN-#-tags-are-not-supported--new-illegal-padding-nested-asn#-error-nested-asn#-error | 110: 316c30800201020203002901042dffd4dc9092d19a85616d706c6c2e6e2f747572656261636b7961726462697264732e6578696d706c65000030808002010402
S2 INTEGER not in minimal form | 7 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-illegal-padding-nested-asn#-error-nested-asn#-error | 100: 316230800201000203000101042a862402ffff7adaafaef680016c2e6e2f747572656261636b7961726443d21936205a85ce22a3000030800201080201010402
S2 INTEGER not in minimal form | 4 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-unsupported-ASN-#-length--new-illegal-padding-nested-asn#-error-nested-asn#-error | 56: 31363082001202820002000f028200010104820003018203301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S2 INTEGER not in minimal form | 2 | old-ERR-new-ERR+date-old-only--in-app-attr--old-ok--new-illegal-padding-nested-asn#-error-nested-asn#-error | 15: 310d300b0202000602010104020c00
S2 INTEGER not in minimal form | 22 | old-OK-new-ERR+date-old-only--attr--old-ok--new-illegal-padding-nested-asn#-error-nested-asn#-error | 19: 3111300f020500000000060201010403010203
S2 INTEGER not in minimal form | 50 | old-OK-new-ERR--attr--old-ok--new-illegal-padding-nested-asn#-error-nested-asn#-error | 65: 313f3080020300020101248004030c05580404636f646500000000308002010102010124800401020402010402010124800404d1bcfecf040404000000000000
S2 INTEGER not in minimal form | 50 | old-OK-new-ERR--in-app-attr--old-ok--new-illegal-padding-nested-asn#-error-nested-asn#-error | 16: 310e300c020200060201010403020100
S3 more than three fields in an attribute | 20 | old-ERR-new-ERR+date-new-only--in-app-attr--old-ok--new-missing-eoc-nested-asn#-error | 149: 3181923080020206b7020101248004010204020100000000593080020206ba020101248004010204020100000000003080020206af020101248004040207071a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr--old-ok--new-missing-eoc-nested-asn#-error | 47: 312d3080020101020101040302010104030c013104020101040cd1bcfecf0400000000003080020105040216000000
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr--old-ok--new-sequence-length-mismatch-nested-asn#-error | 16: 310e300c020104020101040001020304
S3 more than three fields in an attribute | 3 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-an-ASN-#-integer--new-missing-eoc-nested-asn#-error | 64: 313e308002010102010104030001020001308002010208020101240216000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 10 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-an-ASN-#-integer--new-sequence-length-mismatch-nested-asn#-error | 64: 313e3082001a028200010f028200010104020000008200087fffffffffffffff301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-an-ASN-#-string--new-missing-eoc-nested-asn#-error | 54: 31343080020100020101040302010104030c01310000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-an-ASN-#-string--new-sequence-length-mismatch-nested-asn#-error | 59: 313930820015028200011302820001010402000000820003312e30301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-missing-eoc-nested-asn#-error | 56: 313630800201020201010407003080020101020101000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 22 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-sequence-length-mismatch-nested-asn#-error | 76: 314a30820026028200011202820001010402001816820014323032342d30382d30365431323a30303a30305a301e02010c02010104161614323032342d30382d
S3 more than three fields in an attribute | 10 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-indefinite-length-on-a-primitive-value--new-missing-eoc-nested-asn#-error | 57: 3137308002010002010104070c802308020101040216000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 36 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-multi-byte-ASN-#-tags-are-not-supported--new-missing-eoc-nested-asn#-error | 51: 31313080020102080201010402ff0f16000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-missing-eoc-nested-asn#-error | 51: 31313080020101020101040322000601000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-truncated-ASN-#-value--new-missing-eoc-nested-asn#-error | 49: 312f308002010102010104010201000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-truncated-ASN-#-value--new-sequence-length-mismatch-nested-asn#-error | 49: 312f300d02011502010104000c03322e30301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-unsupported-ASN-#-length--new-missing-eoc-nested-asn#-error | 63: 313d308002010002010104073ece22a3000030020108020101040216000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 10 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-unsupported-ASN-#-length--new-sequence-length-mismatch-nested-asn#-error | 57: 31373082001302820001010282000101048200020582000100301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-unterminated-indefinite-length-value--new-missing-eoc-nested-asn#-error | 58: 3138308002010208020101040231803080020126000016000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 7 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-an-ASN-#-SET--new-missing-eoc-nested-asn#-error | 176: 3181ad308002011100010104070c0558636f64650076657273696f6e2d7461672d316500003080020102020101042d0c2b636f6d0c000000000000002e6e6174
S3 more than three fields in an attribute | 43 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-an-ASN-#-SET--new-sequence-length-mismatch-nested-asn#-error | 268: 318201083081e50201110276657273696f6e2d7461672d313106a50201012407040102040201013010020206af02010124070401020402012a301d020206a602
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-missing-eoc-nested-asn#-error | 135: 318184308002011100010104070c40fba7636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e61
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-sequence-length-mismatch-nested-asn#-error | 235: 3181e83081c5020111020101048181bc31b9300c020206a50201010403020101300c020206af020101040302012a3019020206a702010104100c0e3730303030
S3 more than three fields in an attribute | 17 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-indefinite-length-on-a-primitive-value--new-missing-eoc-nested-asn#-error | 223: 3181dc30800201110201012480047a31803080020206a5020101248004010204020101000000003080020206af02010124800401020402012a00000000308002
S3 more than three fields in an attribute | 49 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-multi-byte-ASN-#-tags-are-not-supported--new-missing-eoc-nested-asn#-error | 219: 3181d8308002011102010104819531803080020206a502010104030201ffffffcf7ffdfdf3a6020a01040e0c0c706173732e70726a6d6975fff83080020206a8
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-missing-eoc-nested-asn#-error | 60: 313a3080020111000101040700003080020108020101040216000000301e02010c02010104161614323032342d30382d30365431323a30303a30305a
S3 more than three fields in an attribute | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-sequence-length-mismatch-nested-asn#-error | 183: 3181b4308191020111020101040b02010102010104030201003035020102020101042d0c3b636f6d2e6578616d706c652e6e61747572656c61622e6261636b79
